timestamp,open,high,low,close,volume
2023-06-26 01:00:00+00:00,30378.9,30394.9,29920.0,30166.0,54631.239
2023-06-26 02:00:00+00:00,30165.9,30233.6,30101.0,30212.0,10727.634
2023-06-26 03:00:00+00:00,30212.0,30326.4,30168.2,30285.0,7956.389
2023-06-26 04:00:00+00:00,30284.9,30312.1,30200.1,30235.7,7302.353
2023-06-26 05:00:00+00:00,30235.7,30267.3,30153.6,30208.1,7591.332
2023-06-26 06:00:00+00:00,30208.1,30484.2,30185.3,30474.8,15422.226
2023-06-26 07:00:00+00:00,30474.8,30580.0,30269.1,30395.6,30096.419
2023-06-26 08:00:00+00:00,30395.5,30420.6,30312.0,30395.0,10435.067
2023-06-26 09:00:00+00:00,30395.0,30414.4,30226.0,30257.2,10642.413
2023-06-26 10:00:00+00:00,30257.2,30277.4,30115.1,30260.0,16964.114
2023-06-26 11:00:00+00:00,30259.9,30339.3,30243.9,30315.1,7919.937
2023-06-26 12:00:00+00:00,30315.1,30389.9,30241.3,30347.6,11389.679
2023-06-26 13:00:00+00:00,30347.7,30664.3,30341.4,30631.2,25749.398
2023-06-26 14:00:00+00:00,30631.2,30667.3,30243.2,30384.0,35797.054
2023-06-26 15:00:00+00:00,30383.9,30454.3,30312.4,30400.5,13104.546
2023-06-26 16:00:00+00:00,30400.7,30425.7,29961.1,30091.9,41618.903
2023-06-26 17:00:00+00:00,30091.8,30162.4,29890.1,30068.5,31663.52
2023-06-26 18:00:00+00:00,30068.5,30234.0,30025.0,30201.6,16914.335
2023-06-26 19:00:00+00:00,30201.6,30298.9,30052.2,30233.9,16578.861
2023-06-26 20:00:00+00:00,30233.9,30283.8,30127.4,30150.1,8433.146
2023-06-26 21:00:00+00:00,30150.1,30215.4,30105.0,30146.1,6611.953
2023-06-26 22:00:00+00:00,30146.2,30254.9,30086.1,30220.9,7897.619
2023-06-26 23:00:00+00:00,30220.9,30278.4,30187.0,30260.1,5665.315
2023-06-27 00:00:00+00:00,30260.1,30371.9,30213.0,30341.8,12314.331
2023-06-27 01:00:00+00:00,30341.9,30383.7,30260.0,30363.3,7548.341
2023-06-27 02:00:00+00:00,30363.2,30488.0,30340.5,30473.3,11483.365
2023-06-27 03:00:00+00:00,30473.2,30485.8,30349.9,30360.0,9811.052
2023-06-27 04:00:00+00:00,30360.0,30374.9,30331.0,30335.9,5833.694
2023-06-27 05:00:00+00:00,30335.9,30353.4,30238.3,30313.0,10526.545
2023-06-27 06:00:00+00:00,30313.0,30317.1,30222.5,30309.1,6304.811
2023-06-27 07:00:00+00:00,30309.0,30470.0,30296.2,30404.5,13835.992
2023-06-27 08:00:00+00:00,30404.5,30442.3,30345.6,30387.1,7858.454
2023-06-27 09:00:00+00:00,30387.2,30396.8,30322.2,30370.5,5617.554
2023-06-27 10:00:00+00:00,30370.6,30699.0,30368.0,30650.1,45153.826
2023-06-27 11:00:00+00:00,30650.1,30800.0,30526.5,30720.1,23223.549
2023-06-27 12:00:00+00:00,30720.1,30755.6,30621.0,30703.1,18262.756
2023-06-27 13:00:00+00:00,30703.2,30710.3,30506.0,30600.0,19673.928
2023-06-27 14:00:00+00:00,30599.9,30998.5,30572.0,30795.5,68952.005
2023-06-27 15:00:00+00:00,30795.5,30809.5,30351.0,30487.4,40202.173
2023-06-27 16:00:00+00:00,30487.4,30742.8,30435.9,30695.5,27852.505
2023-06-27 17:00:00+00:00,30695.4,30762.4,30602.8,30719.1,14186.756
2023-06-27 18:00:00+00:00,30719.2,30728.9,30611.2,30677.4,7872.767
2023-06-27 19:00:00+00:00,30677.4,30725.9,30630.6,30638.4,7550.779
2023-06-27 20:00:00+00:00,30638.4,30708.2,30533.1,30636.5,11763.73
2023-06-27 21:00:00+00:00,30636.4,30738.8,30564.0,30716.7,14050.691
2023-06-27 22:00:00+00:00,30716.6,30736.0,30559.4,30569.8,8700.872
2023-06-27 23:00:00+00:00,30569.8,30720.0,30555.0,30683.2,7492.872
2023-06-28 00:00:00+00:00,30683.2,30701.8,30450.0,30600.7,19394.228
2023-06-28 01:00:00+00:00,30600.7,30660.9,30460.1,30492.7,11171.539
2023-06-28 02:00:00+00:00,30492.8,30535.0,30306.4,30404.2,15167.656
2023-06-28 03:00:00+00:00,30404.2,30461.3,30380.4,30441.8,6878.104
2023-06-28 04:00:00+00:00,30441.8,30479.5,30378.0,30466.6,6886.037
2023-06-28 05:00:00+00:00,30466.7,30466.7,30360.0,30436.9,5966.784
2023-06-28 06:00:00+00:00,30436.9,30442.7,30321.0,30358.0,8806.394
2023-06-28 07:00:00+00:00,30358.0,30382.4,30127.0,30176.0,32186.055
2023-06-28 08:00:00+00:00,30176.0,30269.8,30126.6,30264.2,16462.352
2023-06-28 09:00:00+00:00,30264.2,30320.0,30222.0,30290.7,10289.38
2023-06-28 10:00:00+00:00,30290.7,30333.0,30262.5,30324.8,7407.299
2023-06-28 11:00:00+00:00,30324.7,30377.0,30292.3,30294.3,8831.3
2023-06-28 12:00:00+00:00,30294.4,30365.0,30020.1,30091.6,40117.917
2023-06-28 13:00:00+00:00,30091.6,30199.8,29992.5,30193.4,30597.648
2023-06-28 14:00:00+00:00,30193.5,30485.0,30131.6,30304.8,35683.579
2023-06-28 15:00:00+00:00,30304.8,30439.9,30270.0,30399.8,18798.786
2023-06-28 16:00:00+00:00,30399.8,30457.0,30235.9,30242.4,19111.52
2023-06-28 17:00:00+00:00,30242.4,30276.0,30033.8,30137.8,30661.613
2023-06-28 18:00:00+00:00,30137.8,30245.2,30127.2,30183.0,10637.688
2023-06-28 19:00:00+00:00,30183.0,30243.0,29804.6,30080.4,41311.87
2023-06-28 20:00:00+00:00,30080.5,30135.9,29929.2,30091.0,17280.434
2023-06-28 21:00:00+00:00,30090.9,30209.6,30012.5,30121.9,9724.867
2023-06-28 22:00:00+00:00,30121.9,30176.3,30065.9,30090.6,6522.544
2023-06-28 23:00:00+00:00,30090.6,30174.0,30040.3,30066.3,6760.84
2023-06-29 00:00:00+00:00,30066.3,30166.4,30036.1,30070.3,10464.539
2023-06-29 01:00:00+00:00,30070.2,30234.8,30047.8,30154.5,11500.653
2023-06-29 02:00:00+00:00,30154.5,30200.0,30085.0,30109.0,6599.441
2023-06-29 03:00:00+00:00,30109.0,30183.9,30084.6,30162.3,5641.591
2023-06-29 04:00:00+00:00,30162.3,30215.0,30125.4,30208.6,5912.855
2023-06-29 05:00:00+00:00,30208.6,30254.5,30168.0,30171.4,6858.078
